  #Magnitude          Freq      Cum_Freq
        1556             0       4180469
        1557             0       4180469
        1558             0       4180469
        1559             0       4180469
        1560             0       4180469
        1561             0       4180469
        1562             0       4180469
        1563             0       4180469
        1564             0       4180469
        1565             0       4180469
        1566             0       4180469
        1567             0       4180469
        1568             0       4180469
        1569             0       4180469
        1570             0       4180469
        1571             0       4180469
        1572             0       4180469
        1573             0       4180469
        1574             0       4180469
        1575             0       4180469
        1576             0       4180469
        1577             0       4180469
        1578             0       4180469
        1579             0       4180469
        1580             0       4180469
        1581             0       4180469
        1582             0       4180469
        1583             0       4180469
        1584             0       4180469
        1585             0       4180469
        1586             0       4180469
        1587             0       4180469
        1588             0       4180469
        1589             0       4180469
        1590             0       4180469
        1591             0       4180469
        1592             0       4180469
        1593             0       4180469
        1594             0       4180469
        1595             0       4180469
        1596             0       4180469
        1597             0       4180469
        1598             0       4180469
        1599             0       4180469
        1600             0       4180469
        1601             0       4180469
        1602             0       4180469
        1603             0       4180469
        1604             0       4180469
        1605             0       4180469
        1606             0       4180469
        1607             0       4180469
        1608             0       4180469
        1609             0       4180469
        1610             0       4180469
        1611             0       4180469
        1612             0       4180469
        1613             0       4180469
        1614             0       4180469
        1615             0       4180469
        1616             0       4180469
        1617             0       4180469
        1618             0       4180469
        1619             0       4180469
        1620             0       4180469
        1621             0       4180469
        1622             0       4180469
        1623             0       4180469
        1624             0       4180469
        1625             0       4180469
        1626             0       4180469
        1627             0       4180469
        1628             0       4180469
        1629             0       4180469
        1630             0       4180469
        1631             0       4180469
        1632             0       4180469
        1633             0       4180469
        1634             0       4180469
        1635             0       4180469
        1636             0       4180469
        1637             0       4180469
        1638             0       4180469
        1639             0       4180469
        1640             0       4180469
        1641             0       4180469
        1642             0       4180469
        1643             0       4180469
        1644             0       4180469
        1645             0       4180469
        1646             0       4180469
        1647             0       4180469
        1648             0       4180469
        1649             0       4180469
        1650             0       4180469
        1651             0       4180469
        1652             0       4180469
        1653             0       4180469
        1654             0       4180469
        1655             0       4180469
        1656             0       4180469
        1657             0       4180469
        1658             0       4180469
        1659             0       4180469
        1660             0       4180469
        1661             0       4180469
        1662             0       4180469
        1663             0       4180469
        1664             0       4180469
        1665             0       4180469
        1666             0       4180469
        1667             0       4180469
        1668             0       4180469
        1669             0       4180469
        1670             0       4180469
        1671             0       4180469
        1672             0       4180469
        1673             0       4180469
        1674             0       4180469
        1675             0       4180469
        1676             0       4180469
        1677             0       4180469
        1678             0       4180469
        1679             0       4180469
        1680             0       4180469
        1681             0       4180469
        1682             0       4180469
        1683             0       4180469
        1684             0       4180469
        1685             0       4180469
        1686             0       4180469
        1687             0       4180469
        1688             0       4180469
        1689             0       4180469
        1690             0       4180469
        1691             0       4180469
        1692             0       4180469
        1693             0       4180469
        1694             0       4180469
        1695             0       4180469
        1696             0       4180469
        1697             0       4180469
        1698             0       4180469
        1699             0       4180469
        1700             0       4180469
        1701             0       4180469
        1702             0       4180469
        1703             0       4180469
        1704             0       4180469
        1705             0       4180469
        1706             0       4180469
        1707             0       4180469
        1708             0       4180469
        1709             0       4180469
        1710             0       4180469
        1711             0       4180469
        1712             0       4180469
        1713             0       4180469
        1714             0       4180469
        1715             0       4180469
        1716             0       4180469
        1717             0       4180469
        1718             0       4180469
        1719             0       4180469
        1720             0       4180469
        1721             0       4180469
        1722             0       4180469
        1723             0       4180469
        1724             0       4180469
        1725             0       4180469
        1726             0       4180469
        1727             0       4180469
        1728             0       4180469
        1729             0       4180469
        1730             0       4180469
        1731             0       4180469
        1732             0       4180469
        1733             0       4180469
        1734             0       4180469
        1735             0       4180469
        1736             0       4180469
        1737             0       4180469
        1738             0       4180469
        1739             0       4180469
        1740             0       4180469
        1741             0       4180469
        1742             0       4180469
        1743             0       4180469
        1744             0       4180469
        1745             0       4180469
        1746             0       4180469
        1747             0       4180469
        1748             0       4180469
        1749             0       4180469
        1750             0       4180469
        1751             0       4180469
        1752             0       4180469
        1753             0       4180469
        1754             0       4180469
        1755             0       4180469
        1756             0       4180469
        1757             0       4180469
        1758             0       4180469
        1759             0       4180469
        1760             0       4180469
        1761             0       4180469
        1762             0       4180469
        1763             0       4180469
        1764             0       4180469
        1765             0       4180469
        1766             0       4180469
        1767             0       4180469
        1768             0       4180469
        1769             0       4180469
        1770             0       4180469
        1771             0       4180469
        1772             0       4180469
        1773             0       4180469
        1774             0       4180469
        1775             0       4180469
        1776             0       4180469
        1777             0       4180469
        1778             0       4180469
        1779             0       4180469
        1780             0       4180469
        1781             0       4180469
        1782             0       4180469
        1783             0       4180469
        1784             0       4180469
        1785             0       4180469
        1786             0       4180469
        1787             0       4180469
        1788             0       4180469
        1789             0       4180469
        1790             0       4180469
        1791             0       4180469
        1792             0       4180469
        1793             0       4180469
        1794             0       4180469
        1795             0       4180469
        1796             0       4180469
        1797             0       4180469
        1798             0       4180469
        1799             0       4180469
        1800             0       4180469
        1801             0       4180469
        1802             0       4180469
        1803             0       4180469
        1804             0       4180469
        1805             0       4180469
        1806             0       4180469
        1807             0       4180469
        1808             0       4180469
        1809             0       4180469
        1810             0       4180469
        1811             0       4180469
        1812             0       4180469
        1813             0       4180469
        1814             0       4180469
        1815             0       4180469
        1816             0       4180469
        1817             0       4180469
        1818             0       4180469
        1819             0       4180469
        1820             0       4180469
        1821             0       4180469
        1822             0       4180469
        1823             0       4180469
        1824             0       4180469
        1825             0       4180469
        1826             0       4180469
        1827             0       4180469
        1828             0       4180469
        1829             0       4180469
        1830             0       4180469
        1831             0       4180469
        1832             0       4180469
        1833             0       4180469
        1834             0       4180469
        1835             0       4180469
        1836             0       4180469
        1837             0       4180469
        1838             0       4180469
        1839             0       4180469
        1840             0       4180469
        1841             0       4180469
        1842             0       4180469
        1843             0       4180469
        1844             0       4180469
        1845             0       4180469
        1846             0       4180469
        1847             0       4180469
        1848             0       4180469
        1849             0       4180469
        1850             0       4180469
        1851             0       4180469
        1852             0       4180469
        1853             0       4180469
        1854             0       4180469
        1855             0       4180469
        1856             0       4180469
        1857             0       4180469
        1858             0       4180469
        1859             0       4180469
        1860             0       4180469
        1861             0       4180469
        1862             0       4180469
        1863             0       4180469
        1864             0       4180469
        1865             0       4180469
        1866             0       4180469
        1867             0       4180469
        1868             0       4180469
        1869             0       4180469
        1870             0       4180469
        1871             0       4180469
        1872             0       4180469
        1873             0       4180469
        1874             0       4180469
        1875             0       4180469
        1876             0       4180469
        1877             0       4180469
        1878             0       4180469
        1879             0       4180469
        1880             0       4180469
        1881             0       4180469
        1882             0       4180469
        1883             0       4180469
        1884             0       4180469
        1885             0       4180469
        1886             0       4180469
        1887             0       4180469
        1888             0       4180469
        1889             0       4180469
        1890             0       4180469
        1891             0       4180469
        1892             0       4180469
        1893             0       4180469
        1894             0       4180469
        1895             0       4180469
        1896             0       4180469
        1897             0       4180469
        1898             0       4180469
        1899             0       4180469
        1900             0       4180469
        1901             0       4180469
        1902             0       4180469
        1903             0       4180469
        1904             0       4180469
        1905             0       4180469
        1906             0       4180469
        1907             0       4180469
        1908             0       4180469
        1909             0       4180469
        1910             0       4180469
        1911             0       4180469
        1912             0       4180469
        1913             0       4180469
        1914             0       4180469
        1915             0       4180469
        1916             0       4180469
        1917             0       4180469
        1918             0       4180469
        1919             0       4180469
        1920             0       4180469
        1921             0       4180469
        1922             0       4180469
        1923             0       4180469
        1924             0       4180469
        1925             0       4180469
        1926             0       4180469
        1927             0       4180469
        1928             0       4180469
        1929             0       4180469
        1930             0       4180469
        1931             0       4180469
        1932             0       4180469
        1933             0       4180469
        1934             0       4180469
        1935             0       4180469
        1936             0       4180469
        1937             0       4180469
        1938             0       4180469
        1939             0       4180469
        1940             0       4180469
        1941             0       4180469
        1942             0       4180469
        1943             0       4180469
        1944             0       4180469
        1945             0       4180469
        1946             0       4180469
        1947             0       4180469
        1948             0       4180469
        1949             0       4180469
        1950             0       4180469
        1951             0       4180469
        1952             0       4180469
        1953             0       4180469
        1954             0       4180469
        1955             0       4180469
        1956             0       4180469
        1957             0       4180469
        1958             0       4180469
        1959             0       4180469
        1960             0       4180469
        1961             0       4180469
        1962             0       4180469
        1963             0       4180469
        1964             0       4180469
        1965             0       4180469
        1966             0       4180469
        1967             0       4180469
        1968             0       4180469
        1969             0       4180469
        1970             0       4180469
        1971             0       4180469
        1972             0       4180469
        1973             0       4180469
        1974             0       4180469
        1975             0       4180469
        1976             0       4180469
        1977             0       4180469
        1978             0       4180469
        1979             0       4180469
        1980             0       4180469
        1981             0       4180469
        1982             0       4180469
        1983             0       4180469
        1984             0       4180469
        1985             0       4180469
        1986             0       4180469
        1987             0       4180469
        1988             0       4180469
        1989             0       4180469
        1990             0       4180469
        1991             0       4180469
        1992             0       4180469
        1993             0       4180469
        1994             0       4180469
        1995             0       4180469
        1996             0       4180469
        1997             0       4180469
        1998             0       4180469
        1999             0       4180469
        2000             0       4180469
        2001             0       4180469
        2002             0       4180469
        2003             0       4180469
        2004             0       4180469
        2005             0       4180469
        2006             0       4180469
        2007             0       4180469
        2008             0       4180469
        2009             0       4180469
        2010             0       4180469
        2011             0       4180469
        2012             0       4180469
        2013             0       4180469
        2014             0       4180469
        2015             0       4180469
        2016             0       4180469
        2017             0       4180469
        2018             0       4180469
        2019             0       4180469
        2020             0       4180469
        2021             0       4180469
        2022             0       4180469
        2023             0       4180469
        2024             0       4180469
        2025             0       4180469
        2026             0       4180469
        2027             0       4180469
        2028             0       4180469
        2029             0       4180469
        2030             0       4180469
        2031             0       4180469
        2032             0       4180469
        2033             0       4180469
        2034             0       4180469
        2035             0       4180469
        2036             0       4180469
        2037             0       4180469
        2038             0       4180469
        2039             0       4180469
        2040             0       4180469
        2041             0       4180469
        2042             0       4180469
        2043             0       4180469
        2044             0       4180469
        2045             0       4180469
        2046             0       4180469
        2047             0       4180469
        2048             0       4180469
        2049             0       4180469
        2050             0       4180469
        2051             0       4180469
        2052             0       4180469
        2053             0       4180469
        2054             0       4180469
        2055             0       4180469
        2056             0       4180469
        2057             0       4180469
        2058             0       4180469
        2059             0       4180469
        2060             0       4180469
        2061             0       4180469
        2062             0       4180469
        2063             0       4180469
        2064             0       4180469
        2065             0       4180469
        2066             0       4180469
        2067             0       4180469
        2068             0       4180469
        2069             0       4180469
        2070             0       4180469
        2071             0       4180469
        2072             0       4180469
        2073             0       4180469
        2074             0       4180469
        2075             0       4180469
        2076             0       4180469
        2077             0       4180469
        2078             0       4180469
        2079             0       4180469
        2080             0       4180469
        2081             0       4180469
        2082             0       4180469
        2083             0       4180469
        2084             0       4180469
        2085             0       4180469
        2086             0       4180469
        2087             0       4180469
        2088             0       4180469
        2089             0       4180469
        2090             0       4180469
        2091             0       4180469
        2092             0       4180469
        2093             0       4180469
        2094             0       4180469
        2095             0       4180469
        2096             0       4180469
        2097             0       4180469
        2098             0       4180469
        2099             0       4180469
        2100             0       4180469
        2101             0       4180469
        2102             0       4180469
        2103             0       4180469
        2104             0       4180469
        2105             0       4180469
        2106             0       4180469
        2107             0       4180469
        2108             0       4180469
        2109             0       4180469
        2110             0       4180469
        2111             0       4180469
        2112             0       4180469
        2113             0       4180469
        2114             0       4180469
        2115             0       4180469
        2116             0       4180469
        2117             0       4180469
        2118             0       4180469
        2119             0       4180469
        2120             0       4180469
        2121             0       4180469
        2122             0       4180469
        2123             0       4180469
        2124             0       4180469
        2125             0       4180469
        2126             0       4180469
        2127             0       4180469
        2128             0       4180469
        2129             0       4180469
        2130             0       4180469
        2131             0       4180469
        2132             0       4180469
        2133             0       4180469
        2134             0       4180469
        2135             0       4180469
        2136             0       4180469
        2137             0       4180469
        2138             0       4180469
        2139             0       4180469
        2140             0       4180469
        2141             0       4180469
        2142             0       4180469
        2143             0       4180469
        2144             0       4180469
        2145             0       4180469
        2146             0       4180469
        2147             0       4180469
        2148             0       4180469
        2149             0       4180469
        2150             0       4180469
        2151             0       4180469
        2152             0       4180469
        2153             0       4180469
        2154             0       4180469
        2155             0       4180469
        2156             0       4180469
        2157             0       4180469
        2158             0       4180469
        2159             0       4180469
        2160             0       4180469
        2161             0       4180469
        2162             0       4180469
        2163             0       4180469
        2164             0       4180469
        2165             0       4180469
        2166             0       4180469
        2167             0       4180469
        2168             0       4180469
        2169             0       4180469
        2170             0       4180469
        2171             0       4180469
        2172             0       4180469
        2173             0       4180469
        2174             0       4180469
        2175             0       4180469
        2176             0       4180469
        2177             0       4180469
        2178             0       4180469
        2179             0       4180469
        2180             0       4180469
        2181             0       4180469
        2182             0       4180469
        2183             0       4180469
        2184             0       4180469
        2185             0       4180469
        2186             0       4180469
        2187             0       4180469
        2188             0       4180469
        2189             0       4180469
        2190             0       4180469
        2191             0       4180469
        2192             0       4180469
        2193             0       4180469
        2194             0       4180469
        2195             0       4180469
        2196             0       4180469
        2197             0       4180469
        2198             0       4180469
        2199             0       4180469
        2200             0       4180469
        2201             0       4180469
        2202             0       4180469
        2203             0       4180469
        2204             0       4180469
        2205             0       4180469
        2206             0       4180469
        2207             0       4180469
        2208             0       4180469
        2209             0       4180469
        2210             0       4180469
        2211             0       4180469
        2212             0       4180469
        2213             0       4180469
        2214             0       4180469
        2215             0       4180469
        2216             0       4180469
        2217             0       4180469
        2218             0       4180469
        2219             0       4180469
        2220             0       4180469
        2221             0       4180469
        2222             0       4180469
        2223             0       4180469
        2224             0       4180469
        2225             0       4180469
        2226             0       4180469
        2227             0       4180469
        2228             0       4180469
        2229             0       4180469
        2230             0       4180469
        2231             0       4180469
        2232             0       4180469
        2233             0       4180469
        2234             0       4180469
        2235             0       4180469
        2236             0       4180469
        2237             0       4180469
        2238             0       4180469
        2239             0       4180469
        2240             0       4180469
        2241             0       4180469
        2242             0       4180469
        2243             0       4180469
        2244             0       4180469
        2245             0       4180469
        2246             0       4180469
        2247             0       4180469
        2248             0       4180469
        2249             0       4180469
        2250             0       4180469
        2251             0       4180469
        2252             0       4180469
        2253             0       4180469
        2254             0       4180469
        2255             0       4180469
        2256             0       4180469
        2257             0       4180469
        2258             0       4180469
        2259             0       4180469
        2260             0       4180469
        2261             0       4180469
        2262             0       4180469
        2263             0       4180469
        2264             0       4180469
        2265             0       4180469
        2266             0       4180469
        2267             0       4180469
        2268             0       4180469
        2269             0       4180469
        2270             0       4180469
        2271             0       4180469
        2272             0       4180469
        2273             0       4180469
        2274             0       4180469
        2275             0       4180469
        2276             0       4180469
        2277             0       4180469
        2278             0       4180469
        2279             0       4180469
        2280             0       4180469
        2281             0       4180469
        2282             0       4180469
        2283             0       4180469
        2284             0       4180469
        2285             0       4180469
        2286             0       4180469
        2287             0       4180469
        2288             0       4180469
        2289             0       4180469
        2290             0       4180469
        2291             0       4180469
        2292             0       4180469
        2293             0       4180469
        2294             0       4180469
        2295             0       4180469
        2296             0       4180469
        2297             0       4180469
        2298             0       4180469
        2299             0       4180469
        2300             0       4180469
        2301             0       4180469
        2302             0       4180469
        2303             0       4180469
        2304             0       4180469
        2305             0       4180469
        2306             0       4180469
        2307             0       4180469
        2308             0       4180469
        2309             0       4180469
        2310             0       4180469
        2311             0       4180469
        2312             0       4180469
        2313             0       4180469
        2314             0       4180469
        2315             0       4180469
        2316             0       4180469
        2317             0       4180469
        2318             0       4180469
        2319             0       4180469
        2320             0       4180469
        2321             0       4180469
        2322             0       4180469
        2323             0       4180469
        2324             0       4180469
        2325             0       4180469
        2326             0       4180469
        2327             0       4180469
        2328             0       4180469
        2329             0       4180469
        2330             0       4180469
        2331             0       4180469
        2332             0       4180469
        2333             0       4180469
        2334             0       4180469
        2335             0       4180469
        2336             0       4180469
        2337             0       4180469
        2338             0       4180469
        2339             0       4180469
        2340             0       4180469
        2341             0       4180469
        2342             0       4180469
        2343             0       4180469
        2344             0       4180469
        2345             0       4180469
        2346             0       4180469
        2347             0       4180469
        2348             0       4180469
        2349             0       4180469
        2350             0       4180469
        2351             0       4180469
        2352             0       4180469
        2353             0       4180469
        2354             0       4180469
        2355             0       4180469
        2356             0       4180469
        2357             0       4180469
        2358             0       4180469
        2359             0       4180469
        2360             0       4180469
        2361             0       4180469
        2362             0       4180469
        2363             0       4180469
        2364             0       4180469
        2365             0       4180469
        2366             0       4180469
        2367             0       4180469
        2368             0       4180469
        2369             0       4180469
        2370             0       4180469
        2371             0       4180469
        2372             0       4180469
        2373             0       4180469
        2374             0       4180469
        2375             0       4180469
        2376             0       4180469
        2377             0       4180469
        2378             0       4180469
        2379             0       4180469
        2380             0       4180469
        2381             0       4180469
        2382             0       4180469
        2383             0       4180469
        2384             0       4180469
        2385             0       4180469
        2386             0       4180469
        2387             0       4180469
        2388             0       4180469
        2389             0       4180469
        2390             0       4180469
        2391             0       4180469
        2392             0       4180469
        2393             0       4180469
        2394             0       4180469
        2395             0       4180469
        2396             0       4180469
        2397             0       4180469
        2398             0       4180469
        2399             0       4180469
        2400             0       4180469
        2401             0       4180469
        2402             0       4180469
        2403             0       4180469
        2404             0       4180469
        2405             0       4180469
        2406             0       4180469
        2407             0       4180469
        2408             0       4180469
        2409             0       4180469
        2410             0       4180469
        2411             0       4180469
        2412             0       4180469
        2413             0       4180469
        2414             0       4180469
        2415             0       4180469
        2416             0       4180469
        2417             0       4180469
        2418             0       4180469
        2419             0       4180469
        2420             0       4180469
        2421             0       4180469
        2422             0       4180469
        2423             0       4180469
        2424             0       4180469
        2425             0       4180469
        2426             0       4180469
        2427             0       4180469
        2428             0       4180469
        2429             0       4180469
        2430             0       4180469
        2431             0       4180469
        2432             0       4180469
        2433             0       4180469
        2434             0       4180469
        2435             0       4180469
        2436             0       4180469
        2437             0       4180469
        2438             0       4180469
        2439             0       4180469
        2440             0       4180469
        2441             0       4180469
        2442             0       4180469
        2443             0       4180469
        2444             0       4180469
        2445             0       4180469
        2446             0       4180469
        2447             0       4180469
        2448             0       4180469
        2449             0       4180469
        2450             0       4180469
        2451             0       4180469
        2452             0       4180469
        2453             0       4180469
        2454             0       4180469
        2455             0       4180469
        2456             0       4180469
        2457             0       4180469
        2458             0       4180469
        2459             0       4180469
        2460             0       4180469
        2461             0       4180469
        2462             0       4180469
        2463             0       4180469
        2464             0       4180469
        2465             0       4180469
        2466             0       4180469
        2467             0       4180469
        2468             0       4180469
        2469             0       4180469
        2470             0       4180469
        2471             0       4180469
        2472             0       4180469
        2473             0       4180469
        2474             0       4180469
        2475             0       4180469
        2476             0       4180469
        2477             0       4180469
        2478             0       4180469
        2479             0       4180469
        2480             0       4180469
        2481             0       4180469
        2482             0       4180469
        2483             0       4180469
        2484             0       4180469
        2485             0       4180469
        2486             0       4180469
        2487             0       4180469
        2488             0       4180469
        2489             0       4180469
        2490             0       4180469
        2491             0       4180469
        2492             0       4180469
        2493             0       4180469
        2494             0       4180469
        2495             0       4180469
        2496             0       4180469
        2497             0       4180469
        2498             0       4180469
        2499             0       4180469
        2500             0       4180469
        2501             0       4180469
        2502             0       4180469
        2503             0       4180469
        2504             0       4180469
        2505             0       4180469
        2506             0       4180469
        2507             0       4180469
        2508             0       4180469
        2509             0       4180469
        2510             0       4180469
        2511             0       4180469
        2512             0       4180469
        2513             0       4180469
        2514             0       4180469
        2515             0       4180469
        2516             0       4180469
        2517             0       4180469
        2518             0       4180469
        2519             0       4180469
        2520             0       4180469
        2521             0       4180469
        2522             0       4180469
        2523             0       4180469
        2524             0       4180469
        2525             0       4180469
        2526             0       4180469
        2527             0       4180469
        2528             0       4180469
        2529             0       4180469
        2530             0       4180469
        2531             0       4180469
        2532             0       4180469
        2533             0       4180469
        2534             0       4180469
        2535             0       4180469
        2536             0       4180469
        2537             0       4180469
        2538             0       4180469
        2539             0       4180469
        2540             0       4180469
        2541             0       4180469
        2542             0       4180469
        2543             0       4180469
        2544             0       4180469
        2545             0       4180469
        2546             0       4180469
        2547             0       4180469
        2548             0       4180469
        2549             0       4180469
        2550             0       4180469
        2551             0       4180469
        2552             0       4180469
        2553             0       4180469
        2554             0       4180469
        2555             0       4180469
        2556             0       4180469
        2557             0       4180469
        2558             0       4180469
        2559             0       4180469
        2560             0       4180469
        2561             0       4180469
        2562             0       4180469
        2563             0       4180469
        2564             0       4180469
        2565             0       4180469
        2566             0       4180469
        2567             0       4180469
        2568             0       4180469
        2569             0       4180469
        2570             0       4180469
        2571             0       4180469
        2572             0       4180469
        2573             0       4180469
        2574             0       4180469
        2575             0       4180469
        2576             0       4180469
        2577             0       4180469
        2578             0       4180469
        2579             0       4180469
        2580             0       4180469
        2581             0       4180469
        2582             0       4180469
        2583             0       4180469
        2584             0       4180469
        2585             0       4180469
        2586             0       4180469
        2587             0       4180469
        2588             0       4180469
        2589             0       4180469
        2590             0       4180469
        2591             0       4180469
        2592             0       4180469
        2593             0       4180469
        2594             0       4180469
        2595             0       4180469
        2596             0       4180469
        2597             0       4180469
        2598             0       4180469
        2599             0       4180469
        2600             0       4180469
        2601             0       4180469
        2602             0       4180469
        2603             0       4180469
        2604             0       4180469
        2605             0       4180469
        2606             0       4180469
        2607             0       4180469
        2608             0       4180469
        2609             0       4180469
        2610             0       4180469
        2611             0       4180469
        2612             0       4180469
        2613             0       4180469
        2614             0       4180469
        2615             0       4180469
        2616             0       4180469
        2617             0       4180469
        2618             0       4180469
        2619             0       4180469
        2620             0       4180469
        2621             0       4180469
        2622             0       4180469
        2623             0       4180469
        2624             0       4180469
        2625             0       4180469
        2626             0       4180469
        2627             0       4180469
        2628             0       4180469
        2629             0       4180469
        2630             0       4180469
        2631             0       4180469
        2632             0       4180469
        2633             0       4180469
        2634             0       4180469
        2635             0       4180469
        2636             0       4180469
        2637             0       4180469
        2638             0       4180469
        2639             0       4180469
        2640             0       4180469
        2641             0       4180469
        2642             0       4180469
        2643             0       4180469
        2644             0       4180469
        2645             0       4180469
        2646             0       4180469
        2647             0       4180469
        2648             0       4180469
        2649             0       4180469
        2650             0       4180469
        2651             0       4180469
        2652             0       4180469
        2653             0       4180469
