  #Magnitude          Freq      Cum_Freq
         535             0       4180469
         536             0       4180469
         537             0       4180469
         538             0       4180469
         539             0       4180469
         540             0       4180469
         541             0       4180469
         542             0       4180469
         543             0       4180469
         544             0       4180469
         545             0       4180469
         546             0       4180469
         547             0       4180469
         548             0       4180469
         549             0       4180469
         550             0       4180469
         551             0       4180469
         552             0       4180469
         553             0       4180469
         554             0       4180469
         555             0       4180469
         556             0       4180469
         557             0       4180469
         558             0       4180469
         559             0       4180469
         560             0       4180469
         561             0       4180469
         562             0       4180469
         563             0       4180469
         564             0       4180469
         565             0       4180469
         566             0       4180469
         567             0       4180469
         568             0       4180469
         569             0       4180469
         570             0       4180469
         571             0       4180469
         572             0       4180469
         573             0       4180469
         574             0       4180469
         575             0       4180469
         576             0       4180469
         577             0       4180469
         578             0       4180469
         579             0       4180469
         580             0       4180469
         581             0       4180469
         582             0       4180469
         583             0       4180469
         584             0       4180469
         585             0       4180469
         586             0       4180469
         587             0       4180469
         588             0       4180469
         589             0       4180469
         590             0       4180469
         591             0       4180469
         592             0       4180469
         593             0       4180469
         594             0       4180469
         595             0       4180469
         596             0       4180469
         597             0       4180469
         598             0       4180469
         599             0       4180469
         600             0       4180469
         601             0       4180469
         602             0       4180469
         603             0       4180469
         604             0       4180469
         605             0       4180469
         606             0       4180469
         607             0       4180469
         608             0       4180469
         609             0       4180469
         610             0       4180469
         611             0       4180469
         612             0       4180469
         613             0       4180469
         614             0       4180469
         615             0       4180469
         616             0       4180469
         617             0       4180469
         618             0       4180469
         619             0       4180469
         620             0       4180469
         621             0       4180469
         622             0       4180469
         623             0       4180469
         624             0       4180469
         625             0       4180469
         626             0       4180469
         627             0       4180469
         628             0       4180469
         629             0       4180469
         630             0       4180469
         631             0       4180469
         632             0       4180469
         633             0       4180469
         634             0       4180469
         635             0       4180469
         636             0       4180469
         637             0       4180469
         638             0       4180469
         639             0       4180469
         640             0       4180469
         641             0       4180469
         642             0       4180469
         643             0       4180469
         644             0       4180469
         645             0       4180469
         646             0       4180469
         647             0       4180469
         648             0       4180469
         649             0       4180469
         650             0       4180469
         651             0       4180469
         652             0       4180469
         653             0       4180469
         654             0       4180469
         655             0       4180469
         656             0       4180469
         657             0       4180469
         658             0       4180469
         659             0       4180469
         660             0       4180469
         661             0       4180469
         662             0       4180469
         663             0       4180469
         664             0       4180469
         665             0       4180469
         666             0       4180469
         667             0       4180469
         668             0       4180469
         669             0       4180469
         670             0       4180469
         671             0       4180469
         672             0       4180469
         673             0       4180469
         674             0       4180469
         675             0       4180469
         676             0       4180469
         677             0       4180469
         678             0       4180469
         679             0       4180469
         680             0       4180469
         681             0       4180469
         682             0       4180469
         683             0       4180469
         684             0       4180469
         685             0       4180469
         686             0       4180469
         687             0       4180469
         688             0       4180469
         689             0       4180469
         690             0       4180469
         691             0       4180469
         692             0       4180469
         693             0       4180469
         694             0       4180469
         695             0       4180469
         696             0       4180469
         697             0       4180469
         698             0       4180469
         699             0       4180469
         700             0       4180469
         701             0       4180469
         702             0       4180469
         703             0       4180469
         704             0       4180469
         705             0       4180469
         706             0       4180469
         707             0       4180469
         708             0       4180469
         709             0       4180469
         710             0       4180469
         711             0       4180469
         712             0       4180469
         713             0       4180469
         714             0       4180469
         715             0       4180469
         716             0       4180469
         717             0       4180469
         718             0       4180469
         719             0       4180469
         720             0       4180469
         721             0       4180469
         722             0       4180469
         723             0       4180469
         724             0       4180469
         725             0       4180469
         726             0       4180469
         727             0       4180469
         728             0       4180469
         729             0       4180469
         730             0       4180469
         731             0       4180469
         732             0       4180469
         733             0       4180469
         734             0       4180469
         735             0       4180469
         736             0       4180469
         737             0       4180469
         738             0       4180469
         739             0       4180469
         740             0       4180469
         741             0       4180469
         742             0       4180469
         743             0       4180469
         744             0       4180469
         745             0       4180469
         746             0       4180469
         747             0       4180469
         748             0       4180469
         749             0       4180469
         750             0       4180469
         751             0       4180469
         752             0       4180469
         753             0       4180469
         754             0       4180469
         755             0       4180469
         756             0       4180469
         757             0       4180469
         758             0       4180469
         759             0       4180469
         760             0       4180469
         761             0       4180469
         762             0       4180469
         763             0       4180469
         764             0       4180469
         765             0       4180469
         766             0       4180469
         767             0       4180469
         768             0       4180469
         769             0       4180469
         770             0       4180469
         771             0       4180469
         772             0       4180469
         773             0       4180469
         774             0       4180469
         775             0       4180469
         776             0       4180469
         777             0       4180469
         778             0       4180469
         779             0       4180469
         780             0       4180469
         781             0       4180469
         782             0       4180469
         783             0       4180469
         784             0       4180469
         785             0       4180469
         786             0       4180469
         787             0       4180469
         788             0       4180469
         789             0       4180469
         790             0       4180469
         791             0       4180469
         792             0       4180469
         793             0       4180469
         794             0       4180469
         795             0       4180469
         796             0       4180469
         797             0       4180469
         798             0       4180469
         799             0       4180469
         800             0       4180469
         801             0       4180469
         802             0       4180469
         803             0       4180469
         804             0       4180469
         805             0       4180469
         806             0       4180469
         807             0       4180469
         808             0       4180469
         809             0       4180469
         810             0       4180469
         811             0       4180469
         812             0       4180469
         813             0       4180469
         814             0       4180469
         815             0       4180469
         816             0       4180469
         817             0       4180469
         818             0       4180469
         819             0       4180469
         820             0       4180469
         821             0       4180469
         822             0       4180469
         823             0       4180469
         824             0       4180469
         825             0       4180469
         826             0       4180469
         827             0       4180469
         828             0       4180469
         829             0       4180469
         830             0       4180469
         831             0       4180469
         832             0       4180469
         833             0       4180469
         834             0       4180469
         835             0       4180469
         836             0       4180469
         837             0       4180469
         838             0       4180469
         839             0       4180469
         840             0       4180469
         841             0       4180469
         842             0       4180469
         843             0       4180469
         844             0       4180469
         845             0       4180469
         846             0       4180469
         847             0       4180469
         848             0       4180469
         849             0       4180469
         850             0       4180469
         851             0       4180469
         852             0       4180469
         853             0       4180469
         854             0       4180469
         855             0       4180469
         856             0       4180469
         857             0       4180469
         858             0       4180469
         859             0       4180469
         860             0       4180469
         861             0       4180469
         862             0       4180469
         863             0       4180469
         864             0       4180469
         865             0       4180469
         866             0       4180469
         867             0       4180469
         868             0       4180469
         869             0       4180469
         870             0       4180469
         871             0       4180469
         872             0       4180469
         873             0       4180469
         874             0       4180469
         875             0       4180469
         876             0       4180469
         877             0       4180469
         878             0       4180469
         879             0       4180469
         880             0       4180469
         881             0       4180469
         882             0       4180469
         883             0       4180469
         884             0       4180469
         885             0       4180469
         886             0       4180469
         887             0       4180469
         888             0       4180469
         889             0       4180469
         890             0       4180469
         891             0       4180469
         892             0       4180469
         893             0       4180469
         894             0       4180469
         895             0       4180469
         896             0       4180469
         897             0       4180469
         898             0       4180469
         899             0       4180469
         900             0       4180469
         901             0       4180469
         902             0       4180469
         903             0       4180469
         904             0       4180469
         905             0       4180469
         906             0       4180469
         907             0       4180469
         908             0       4180469
         909             0       4180469
         910             0       4180469
         911             0       4180469
         912             0       4180469
         913             0       4180469
         914             0       4180469
         915             0       4180469
         916             0       4180469
         917             0       4180469
         918             0       4180469
         919             0       4180469
         920             0       4180469
         921             0       4180469
         922             0       4180469
         923             0       4180469
         924             0       4180469
         925             0       4180469
         926             0       4180469
         927             0       4180469
         928             0       4180469
         929             0       4180469
         930             0       4180469
         931             0       4180469
         932             0       4180469
         933             0       4180469
         934             0       4180469
         935             0       4180469
         936             0       4180469
         937             0       4180469
         938             0       4180469
         939             0       4180469
         940             0       4180469
         941             0       4180469
         942             0       4180469
         943             0       4180469
         944             0       4180469
         945             0       4180469
         946             0       4180469
         947             0       4180469
         948             0       4180469
         949             0       4180469
         950             0       4180469
         951             0       4180469
         952             0       4180469
         953             0       4180469
         954             0       4180469
         955             0       4180469
         956             0       4180469
         957             0       4180469
         958             0       4180469
         959             0       4180469
         960             0       4180469
         961             0       4180469
         962             0       4180469
         963             0       4180469
         964             0       4180469
         965             0       4180469
         966             0       4180469
         967             0       4180469
         968             0       4180469
         969             0       4180469
         970             0       4180469
         971             0       4180469
         972             0       4180469
         973             0       4180469
         974             0       4180469
         975             0       4180469
         976             0       4180469
         977             0       4180469
         978             0       4180469
         979             0       4180469
         980             0       4180469
         981             0       4180469
         982             0       4180469
         983             0       4180469
         984             0       4180469
         985             0       4180469
         986             0       4180469
         987             0       4180469
         988             0       4180469
         989             0       4180469
         990             0       4180469
         991             0       4180469
         992             0       4180469
         993             0       4180469
         994             0       4180469
         995             0       4180469
         996             0       4180469
         997             0       4180469
         998             0       4180469
         999             0       4180469
        1000             0       4180469
        1001             0       4180469
        1002             0       4180469
        1003             0       4180469
        1004             0       4180469
        1005             0       4180469
        1006             0       4180469
        1007             0       4180469
        1008             0       4180469
        1009             0       4180469
        1010             0       4180469
        1011             0       4180469
        1012             0       4180469
        1013             0       4180469
        1014             0       4180469
        1015             0       4180469
        1016             0       4180469
        1017             0       4180469
        1018             0       4180469
        1019             0       4180469
        1020             0       4180469
        1021             0       4180469
        1022             0       4180469
        1023             0       4180469
        1024             0       4180469
        1025             0       4180469
        1026             0       4180469
        1027             0       4180469
        1028             0       4180469
        1029             0       4180469
        1030             0       4180469
        1031             0       4180469
        1032             0       4180469
        1033             0       4180469
        1034             0       4180469
        1035             0       4180469
        1036             0       4180469
        1037             0       4180469
        1038             0       4180469
        1039             0       4180469
        1040             0       4180469
        1041             0       4180469
        1042             0       4180469
        1043             0       4180469
        1044             0       4180469
        1045             0       4180469
        1046             0       4180469
        1047             0       4180469
        1048             0       4180469
        1049             0       4180469
        1050             0       4180469
        1051             0       4180469
        1052             0       4180469
        1053             0       4180469
        1054             0       4180469
        1055             0       4180469
        1056             0       4180469
        1057             0       4180469
        1058             0       4180469
        1059             0       4180469
        1060             0       4180469
        1061             0       4180469
        1062             0       4180469
        1063             0       4180469
        1064             0       4180469
        1065             0       4180469
        1066             0       4180469
        1067             0       4180469
        1068             0       4180469
        1069             0       4180469
        1070             0       4180469
        1071             0       4180469
        1072             0       4180469
        1073             0       4180469
        1074             0       4180469
        1075             0       4180469
        1076             0       4180469
        1077             0       4180469
        1078             0       4180469
        1079             0       4180469
        1080             0       4180469
        1081             0       4180469
        1082             0       4180469
        1083             0       4180469
        1084             0       4180469
        1085             0       4180469
        1086             0       4180469
        1087             0       4180469
        1088             0       4180469
        1089             0       4180469
        1090             0       4180469
        1091             0       4180469
        1092             0       4180469
        1093             0       4180469
        1094             0       4180469
        1095             0       4180469
        1096             0       4180469
        1097             0       4180469
